国,感染者,死亡者,日付
セネガル,1,0,2020-03-04
サウジアラビア,1,0,2020-03-04
ヨルダン,1,0,2020-03-04
アルゼンチン,1,0,2020-03-04
チリ,1,0,2020-03-04
ウクライナ,1,0,2020-03-04
モロッコ,1,0,2020-03-04
チュニジア,1,0,2020-03-04
中国,80409,3012,2020-03-05
香港,104,2,2020-03-05
マカオ,10,0,2020-03-05
韓国,5766,35,2020-03-05
台湾,42,1,2020-03-05
シンガポール,112,0,2020-03-05
ネパール,1,0,2020-03-05
タイ,43,1,2020-03-05
ベトナム,16,0,2020-03-05
マレーシア,50,0,2020-03-05
豪州,52,2,2020-03-05
米国,129,9,2020-03-05
カナダ,33,0,2020-03-05
フランス,285,4,2020-03-05
ドイツ,262,0,2020-03-05
カンボジア,1,0,2020-03-05
スリランカ,1,0,2020-03-05
アラブ首長国連邦,27,0,2020-03-05
フィンランド,7,0,2020-03-05
フィリピン,3,1,2020-03-05
インド,29,0,2020-03-05
イタリア,2706,107,2020-03-05
英国,86,0,2020-03-05
ロシア,3,0,2020-03-05
スウェーデン,35,0,2020-03-05
スペイン,198,1,2020-03-05
ベルギー,23,0,2020-03-05
エジプト,2,0,2020-03-05
イラン,2922,92,2020-03-05
イスラエル,15,0,2020-03-05
レバノン,13,0,2020-03-05
クウェート,56,0,2020-03-05
バーレーン,51,0,2020-03-05
オマーン,12,0,2020-03-05
アフガニスタン,1,0,2020-03-05
イラク,32,1,2020-03-05
アルジェリア,12,0,2020-03-05
オーストリア,29,0,2020-03-05
スイス,58,0,2020-03-05
クロアチア,9,0,2020-03-05
ブラジル,3,0,2020-03-05
ジョージア,3,0,2020-03-05
パキスタン,5,0,2020-03-05
北マケドニア,1,0,2020-03-05
ギリシア,9,0,2020-03-05
ノルウェー,33,0,2020-03-05
ルーマニア,4,0,2020-03-05
デンマーク,15,0,2020-03-05
エストニア,2,0,2020-03-05
オランダ,38,0,2020-03-05
サンマリノ,15,1,2020-03-05
リトアニア,1,0,2020-03-05
ナイジェリア,1,0,2020-03-05
アイスランド,26,0,2020-03-05
アゼルバイジャン,3,0,2020-03-05
ベラルーシ,1,0,2020-03-05
ニュージーランド,3,0,2020-03-05
メキシコ,5,0,2020-03-05
カタール,8,0,2020-03-05
ルクセンブルク,1,0,2020-03-05
モナコ,1,0,2020-03-05
エクアドル,10,0,2020-03-05
アイルランド,2,0,2020-03-05
チェコ,5,0,2020-03-05
アルメニア,1,0,2020-03-05
ドミニカ共和国,1,0,2020-03-05
インドネシア,2,0,2020-03-05
アンドラ,1,0,2020-03-05
ポルトガル,4,0,2020-03-05
ラトビア,1,0,2020-03-05
セネガル,4,0,2020-03-05
サウジアラビア,1,0,2020-03-05
ヨルダン,1,0,2020-03-05
アルゼンチン,1,0,2020-03-05
チリ,1,0,2020-03-05
ウクライナ,1,0,2020-03-05
モロッコ,1,0,2020-03-05
チュニジア,1,0,2020-03-05
ハンガリー,2,0,2020-03-05
リヒテンシュタイン,1,0,2020-03-05
ポーランド,1,0,2020-03-05
スロベニア,1,0,2020-03-05
中国,80552,3042,2020-03-06
香港,104,2,2020-03-06
マカオ,10,0,2020-03-06
日本,348,6,2020-03-06
韓国,6284,42,2020-03-06
台湾,44,1,2020-03-06
シンガポール,117,0,2020-03-06
ネパール,1,0,2020-03-06
タイ,47,1,2020-03-06
ベトナム,16,0,2020-03-06
マレーシア,50,0,2020-03-06
豪州,63,2,2020-03-06
米国,148,12,2020-03-06
カナダ,36,0,2020-03-06
フランス,423,7,2020-03-06
ドイツ,400,0,2020-03-06
カンボジア,1,0,2020-03-06
スリランカ,1,0,2020-03-06
アラブ首長国連邦,28,0,2020-03-06
フィンランド,12,0,2020-03-06
フィリピン,3,1,2020-03-06
インド,30,0,2020-03-06
イタリア,3858,148,2020-03-06
英国,115,1,2020-03-06
ロシア,3,0,2020-03-06
スウェーデン,60,0,2020-03-06
スペイン,261,3,2020-03-06
ベルギー,23,0,2020-03-06
エジプト,2,0,2020-03-06
イラン,3513,107,2020-03-06
イスラエル,17,0,2020-03-06
レバノン,13,0,2020-03-06
クウェート,58,0,2020-03-06
バーレーン,52,0,2020-03-06
オマーン,15,0,2020-03-06
アフガニスタン,1,0,2020-03-06
イラク,36,1,2020-03-06
アルジェリア,12,0,2020-03-06
オーストリア,41,0,2020-03-06
スイス,87,1,2020-03-06
クロアチア,10,0,2020-03-06
ブラジル,8,0,2020-03-06
ジョージア,3,0,2020-03-06
パキスタン,5,0,2020-03-06
北マケドニア,1,0,2020-03-06
ギリシア,9,0,2020-03-06
ノルウェー,86,0,2020-03-06
ルーマニア,6,0,2020-03-06
デンマーク,20,0,2020-03-06
エストニア,2,0,2020-03-06
オランダ,82,0,2020-03-06
サンマリノ,16,1,2020-03-06
リトアニア,1,0,2020-03-06
ナイジェリア,1,0,2020-03-06
アイスランド,26,0,2020-03-06
アゼルバイジャン,3,0,2020-03-06
ベラルーシ,6,0,2020-03-06
ニュージーランド,3,0,2020-03-06
メキシコ,5,0,2020-03-06
カタール,8,0,2020-03-06
ルクセンブルク,1,0,2020-03-06
モナコ,1,0,2020-03-06
エクアドル,10,0,2020-03-06
アイルランド,6,0,2020-03-06
チェコ,8,0,2020-03-06
アルメニア,1,0,2020-03-06
ドミニカ共和国,1,0,2020-03-06
インドネシア,2,0,2020-03-06
アンドラ,1,0,2020-03-06
ポルトガル,7,0,2020-03-06
ラトビア,1,0,2020-03-06
セネガル,4,0,2020-03-06
サウジアラビア,2,0,2020-03-06
ヨルダン,1,0,2020-03-06
アルゼンチン,1,0,2020-03-06
チリ,4,0,2020-03-06
ウクライナ,1,0,2020-03-06
モロッコ,2,0,2020-03-06
チュニジア,1,0,2020-03-06
ハンガリー,2,0,2020-03-06
リヒテンシュタイン,1,0,2020-03-06
ポーランド,1,0,2020-03-06
スロベニア,3,0,2020-03-06
パレスチナ,7,0,2020-03-06
ボスニア・ヘルツェゴビナ,2,0,2020-03-06
南アフリカ,1,0,2020-03-06
ジブラルタル（英領）,1,0,2020-03-06
サン・マルタン（仏領）,2,0,2020-03-06
サン・バルテルミー（仏領）,1,0,2020-03-06
中国,80651,3070,2020-03-07
香港,107,2,2020-03-07
マカオ,10,0,2020-03-07
韓国,6767,44,2020-03-07
台湾,45,1,2020-03-07
シンガポール,130,0,2020-03-07
ネパール,1,0,2020-03-07
タイ,48,1,2020-03-07
ベトナム,16,0,2020-03-07
マレーシア,83,0,2020-03-07
豪州,63,2,2020-03-07
米国,233,12,2020-03-07
カナダ,49,0,2020-03-07
フランス,613,9,2020-03-07
ドイツ,639,0,2020-03-07
カンボジア,1,0,2020-03-07
スリランカ,1,0,2020-03-07
アラブ首長国連邦,29,0,2020-03-07
フィンランド,15,0,2020-03-07
フィリピン,5,1,2020-03-07
インド,31,0,2020-03-07
イタリア,4636,197,2020-03-07
英国,163,1,2020-03-07
ロシア,13,0,2020-03-07
スウェーデン,101,0,2020-03-07
スペイン,374,5,2020-03-07
ベルギー,109,0,2020-03-07
エジプト,15,0,2020-03-07
イラン,4747,124,2020-03-07
イスラエル,21,0,2020-03-07
レバノン,16,0,2020-03-07
クウェート,58,0,2020-03-07
バーレーン,56,0,2020-03-07
オマーン,16,0,2020-03-07
アフガニスタン,1,0,2020-03-07
イラク,38,2,2020-03-07
アルジェリア,17,0,2020-03-07
オーストリア,55,0,2020-03-07
スイス,180,1,2020-03-07
クロアチア,11,0,2020-03-07
ブラジル,13,0,2020-03-07
ジョージア,9,0,2020-03-07
パキスタン,6,0,2020-03-07
北マケドニア,1,0,2020-03-07
ギリシア,45,0,2020-03-07
ノルウェー,113,0,2020-03-07
ルーマニア,7,0,2020-03-07
デンマーク,23,0,2020-03-07
エストニア,10,0,2020-03-07
オランダ,128,1,2020-03-07
サンマリノ,23,1,2020-03-07
リトアニア,1,0,2020-03-07
ナイジェリア,1,0,2020-03-07
アイスランド,35,0,2020-03-07
アゼルバイジャン,6,0,2020-03-07
ベラルーシ,6,0,2020-03-07
ニュージーランド,5,0,2020-03-07
メキシコ,5,0,2020-03-07
カタール,11,0,2020-03-07
ルクセンブルク,3,0,2020-03-07
モナコ,1,0,2020-03-07
エクアドル,13,0,2020-03-07
アイルランド,14,0,2020-03-07
チェコ,19,0,2020-03-07
アルメニア,1,0,2020-03-07
ドミニカ共和国,2,0,2020-03-07
インドネシア,4,0,2020-03-07
アンドラ,1,0,2020-03-07
ポルトガル,13,0,2020-03-07
ラトビア,1,0,2020-03-07
セネガル,4,0,2020-03-07
サウジアラビア,8,0,2020-03-07
ヨルダン,1,0,2020-03-07
アルゼンチン,2,0,2020-03-07
チリ,5,0,2020-03-07
ウクライナ,1,0,2020-03-07
モロッコ,2,0,2020-03-07
チュニジア,1,0,2020-03-07
ハンガリー,2,0,2020-03-07
リヒテンシュタイン,1,0,2020-03-07
ポーランド,5,0,2020-03-07
スロベニア,7,0,2020-03-07
パレスチナ,7,0,2020-03-07
ボスニア・ヘルツェゴビナ,2,0,2020-03-07
南アフリカ,1,0,2020-03-07
ジブラルタル（英領）,1,0,2020-03-07
サン・マルタン（ 仏領）,2,0,2020-03-07
サン・バルテルミー（仏領）,1,0,2020-03-07
ブータン,1,0,2020-03-07
カメルーン,1,0,2020-03-07
トーゴ,1,0,2020-03-07
セルビア,1,0,2020-03-07
スロバキア,1,0,2020-03-07
バチカン,1,0,2020-03-07
コロンビア,1,0,2020-03-07
ペルー,1,0,2020-03-07
コスタリカ,1,0,2020-03-07
中国,80695,3097,2020-03-08
香港,109,2,2020-03-08
マカオ,10,0,2020-03-08
韓国,7134,50,2020-03-08
台湾,45,1,2020-03-08
シンガポール,138,0,2020-03-08
ネパール,1,0,2020-03-08
タイ,50,1,2020-03-08
ベトナム,20,0,2020-03-08
マレーシア,93,0,2020-03-08
豪州,63,2,2020-03-08
米国,338,14,2020-03-08
カナダ,57,0,2020-03-08
フランス,949,16,2020-03-08
ドイツ,795,0,2020-03-08
カンボジア,1,0,2020-03-08
スリランカ,1,0,2020-03-08
アラブ首長国連邦,45,0,2020-03-08
フィンランド,15,0,2020-03-08
フィリピン,6,1,2020-03-08
インド,34,0,2020-03-08
イタリア,5883,233,2020-03-08
英国,184,2,2020-03-08
ロシア,14,0,2020-03-08
スウェーデン,140,0,2020-03-08
スペイン,374,5,2020-03-08
ベルギー,169,0,2020-03-08
エジプト,15,0,2020-03-08
イラン,5823,145,2020-03-08
イスラエル,25,0,2020-03-08
レバノン,22,0,2020-03-08
クウェート,61,0,2020-03-08
バーレーン,85,0,2020-03-08
オマーン,16,0,2020-03-08
アフガニスタン,1,0,2020-03-08
イラク,44,4,2020-03-08
アルジェリア,17,0,2020-03-08
オーストリア,79,0,2020-03-08
スイス,228,1,2020-03-08
クロアチア,12,0,2020-03-08
ブラジル,13,0,2020-03-08
ジョージア,39,0,2020-03-08
パキスタン,6,0,2020-03-08
北マケドニア,3,0,2020-03-08
ギリシア,45,0,2020-03-08
ノルウェー,147,0,2020-03-08
ルーマニア,9,0,2020-03-08
デンマーク,27,0,2020-03-08
エストニア,10,0,2020-03-08
オランダ,188,1,2020-03-08
サンマリノ,23,1,2020-03-08
リトアニア,1,0,2020-03-08
ナイジェリア,1,0,2020-03-08
アイスランド,43,0,2020-03-08
アゼルバイジャン,9,0,2020-03-08
ベラルーシ,6,0,2020-03-08
ニュージーランド,5,0,2020-03-08
メキシコ,7,0,2020-03-08
カタール,12,0,2020-03-08
ルクセンブルク,3,0,2020-03-08
モナコ,1,0,2020-03-08
エクアドル,14,0,2020-03-08
アイルランド,18,0,2020-03-08
チェコ,26,0,2020-03-08
アルメニア,1,0,2020-03-08
ドミニカ共和国,2,0,2020-03-08
インドネシア,4,0,2020-03-08
アンドラ,1,0,2020-03-08
ポルトガル,21,0,2020-03-08
ラトビア,1,0,2020-03-08
セネガル,4,0,2020-03-08
サウジアラビア,8,0,2020-03-08
ヨルダン,1,0,2020-03-08
アルゼンチン,2,1,2020-03-08
チリ,7,0,2020-03-08
ウクライナ,1,0,2020-03-08
モロッコ,2,0,2020-03-08
チュニジア,1,0,2020-03-08
ハンガリー,5,0,2020-03-08
リヒテンシュタイン,1,0,2020-03-08
ポーランド,6,0,2020-03-08
スロベニア,12,0,2020-03-08
パレスチナ,16,0,2020-03-08
ボスニア・ヘルツェゴビナ,2,0,2020-03-08
南アフリカ,1,0,2020-03-08
ジブラルタル（英領）,1,0,2020-03-08
サン・マルタン（ 仏領）,2,0,2020-03-08
サン・バルテルミー（仏領）,1,0,2020-03-08
ブータン,1,0,2020-03-08
カメルーン,2,0,2020-03-08
トーゴ,1,0,2020-03-08
セルビア,1,0,2020-03-08
スロバキア,1,0,2020-03-08
バチカン,1,0,2020-03-08
コロンビア,1,0,2020-03-08
ペルー,1,0,2020-03-08
コスタリカ,1,0,2020-03-08
マルタ,3,0,2020-03-08
パラグアイ,1,0,2020-03-08
中国,80735,3119,2020-03-09
香港,114,3,2020-03-09
マカオ,10,0,2020-03-09
韓国,7382,51,2020-03-09
台湾,45,1,2020-03-09
シンガポール,150,0,2020-03-09
ネパール,1,0,2020-03-09
タイ,50,1,2020-03-09
ベトナム,30,0,2020-03-09
マレーシア,93,0,2020-03-09
豪州,74,3,2020-03-09
米国,433,17,2020-03-09
カナダ,60,0,2020-03-09
フランス,1126,19,2020-03-09
ドイツ,902,0,2020-03-09
カンボジア,2,0,2020-03-09
スリランカ,1,0,2020-03-09
アラブ首長国連邦,45,0,2020-03-09
フィンランド,19,0,2020-03-09
フィリピン,6,1,2020-03-09
インド,34,0,2020-03-09
イタリア,6387,366,2020-03-09
英国,273,2,2020-03-09
ロシア,17,0,2020-03-09
スウェーデン,203,0,2020-03-09
スペイン,674,17,2020-03-09
ベルギー,169,0,2020-03-09
エジプト,48,1,2020-03-09
イラン,6566,194,2020-03-09
イスラエル,39,0,2020-03-09
レバノン,28,0,2020-03-09
クウェート,62,0,2020-03-09
バーレーン,85,0,2020-03-09
オマーン,16,0,2020-03-09
アフガニスタン,4,0,2020-03-09
イラク,54,4,2020-03-09
アルジェリア,17,0,2020-03-09
オーストリア,104,0,2020-03-09
スイス,280,2,2020-03-09
クロアチア,12,0,2020-03-09
ブラジル,19,0,2020-03-09
ジョージア,13,0,2020-03-09
パキスタン,6,0,2020-03-09
北マケドニア,3,0,2020-03-09
ギリシア,66,0,2020-03-09
ノルウェー,169,0,2020-03-09
ルーマニア,13,0,2020-03-09
デンマーク,35,0,2020-03-09
エストニア,10,0,2020-03-09
オランダ,265,3,2020-03-09
サンマリノ,36,1,2020-03-09
リトアニア,1,0,2020-03-09
ナイジェリア,1,0,2020-03-09
アイスランド,45,0,2020-03-09
アゼルバイジャン,9,0,2020-03-09
ベラルーシ,6,0,2020-03-09
ニュージーランド,5,0,2020-03-09
メキシコ,7,0,2020-03-09
カタール,12,0,2020-03-09
ルクセンブルク,3,0,2020-03-09
モナコ,1,0,2020-03-09
エクアドル,7,0,2020-03-09
アイルランド,14,0,2020-03-09
チェコ,32,0,2020-03-09
アルメニア,1,0,2020-03-09
ドミニカ共和国,2,0,2020-03-09
インドネシア,4,0,2020-03-09
アンドラ,1,0,2020-03-09
ポルトガル,30,0,2020-03-09
ラトビア,1,0,2020-03-09
セネガル,4,0,2020-03-09
サウジアラビア,8,0,2020-03-09
ヨルダン,1,0,2020-03-09
アルゼンチン,12,1,2020-03-09
チリ,10,0,2020-03-09
ウクライナ,1,0,2020-03-09
モロッコ,2,0,2020-03-09
チュニジア,1,0,2020-03-09
ハンガリー,7,0,2020-03-09
リヒテンシュタイン,1,0,2020-03-09
ポーランド,6,0,2020-03-09
スロベニア,12,0,2020-03-09
パレスチナ,2,0,2020-03-09
ボスニア・ヘルツェゴビナ,2,0,2020-03-09
南アフリカ,1,0,2020-03-09
ジブラルタル（英領）,1,0,2020-03-09
ブータン,1,0,2020-03-09
カメルーン,2,0,2020-03-09
トーゴ,1,0,2020-03-09
セルビア,1,0,2020-03-09
スロバキア,3,0,2020-03-09
バチカン,1,0,2020-03-09
コロンビア,1,0,2020-03-09
ペルー,6,0,2020-03-09
コスタリカ,5,0,2020-03-09
マルタ,3,0,2020-03-09
パラグアイ,1,0,2020-03-09
バングラデシュ,3,0,2020-03-09
モルドバ,1,0,2020-03-09
ブルガリア,2,0,2020-03-09
モルディブ,2,0,2020-03-09
中国,80754,3136,2020-03-10
香港,115,3,2020-03-10
マカオ,10,0,2020-03-10
韓国,7513,54,2020-03-10
台湾,45,1,2020-03-10
シンガポール,160,0,2020-03-10
ネパール,1,0,2020-03-10
タイ,50,1,2020-03-10
ベトナム,30,0,2020-03-10
マレーシア,117,0,2020-03-10
豪州,80,3,2020-03-10
米国,554,17,2020-03-10
カナダ,72,1,2020-03-10
フランス,1412,30,2020-03-10
ドイツ,1139,2,2020-03-10
カンボジア,2,0,2020-03-10
スリランカ,1,0,2020-03-10
アラブ首長国連邦,45,0,2020-03-10
フィンランド,30,0,2020-03-10
フィリピン,24,1,2020-03-10
インド,34,0,2020-03-10
イタリア,9172,463,2020-03-10
英国,319,4,2020-03-10
ロシア,17,0,2020-03-10
スウェーデン,248,0,2020-03-10
スペイン,1024,28,2020-03-10
ベルギー,239,0,2020-03-10
エジプト,55,1,2020-03-10
イラン,7161,237,2020-03-10
イスラエル,39,0,2020-03-10
レバノン,32,0,2020-03-10
クウェート,64,0,2020-03-10
バーレーン,87,0,2020-03-10
オマーン,16,0,2020-03-10
アフガニスタン,4,0,2020-03-10
イラク,60,6,2020-03-10
アルジェリア,20,0,2020-03-10
オーストリア,131,0,2020-03-10
スイス,374,2,2020-03-10
クロアチア,12,0,2020-03-10
ブラジル,25,0,2020-03-10
ジョージア,15,0,2020-03-10
パキスタン,6,0,2020-03-10
北マケドニア,3,0,2020-03-10
ギリシア,84,0,2020-03-10
ノルウェー,192,0,2020-03-10
ルーマニア,15,0,2020-03-10
デンマーク,90,0,2020-03-10
エストニア,10,0,2020-03-10
オランダ,321,3,2020-03-10
サンマリノ,37,1,2020-03-10
リトアニア,1,0,2020-03-10
ナイジェリア,2,0,2020-03-10
アイスランド,55,0,2020-03-10
アゼルバイジャン,9,0,2020-03-10
ベラルーシ,6,0,2020-03-10
ニュージーランド,5,0,2020-03-10
メキシコ,7,0,2020-03-10
カタール,15,0,2020-03-10
ルクセンブルク,5,0,2020-03-10
モナコ,1,0,2020-03-10
エクアドル,15,0,2020-03-10
アイルランド,21,0,2020-03-10
チェコ,32,0,2020-03-10
アルメニア,1,0,2020-03-10
ドミニカ共和国,2,0,2020-03-10
インドネシア,19,0,2020-03-10
アンドラ,1,0,2020-03-10
ポルトガル,30,0,2020-03-10
ラトビア,3,0,2020-03-10
セネガル,4,0,2020-03-10
サウジアラビア,15,0,2020-03-10
ヨルダン,1,0,2020-03-10
アルゼンチン,12,1,2020-03-10
チリ,10,0,2020-03-10
ウクライナ,1,0,2020-03-10
モロッコ,2,0,2020-03-10
チュニジア,2,0,2020-03-10
ハンガリー,9,0,2020-03-10
リヒテンシュタイン,1,0,2020-03-10
ポーランド,16,0,2020-03-10
スロベニア,16,0,2020-03-10
パレスチナ,19,0,2020-03-10
ボスニア・ヘルツェゴビナ,2,0,2020-03-10
南アフリカ,3,0,2020-03-10
ジブラルタル（英領）,1,0,2020-03-10
ブータン,1,0,2020-03-10
カメルーン,2,0,2020-03-10
トーゴ,1,0,2020-03-10
セルビア,1,0,2020-03-10
スロバキア,5,0,2020-03-10
バチカン,1,0,2020-03-10
コロンビア,1,0,2020-03-10
ペルー,6,0,2020-03-10
コスタリカ,9,0,2020-03-10
マルタ,3,0,2020-03-10
パラグアイ,1,0,2020-03-10
バングラデシュ,3,0,2020-03-10
モルドバ,1,0,2020-03-10
ブルガリア,4,0,2020-03-10
モルディブ,4,0,2020-03-10
ブルネイ,1,0,2020-03-10
キプロス,2,0,2020-03-10
アルバニア,2,0,2020-03-10
中国,80778,3158,2020-03-11
香港,120,3,2020-03-11
マカオ,10,0,2020-03-11
韓国,7755,60,2020-03-11
台湾,47,1,2020-03-11
シンガポール,166,0,2020-03-11
ネパール,1,0,2020-03-11
タイ,53,1,2020-03-11
ベトナム,31,0,2020-03-11
マレーシア,129,0,2020-03-11
豪州,107,3,2020-03-11
米国,972,28,2020-03-11
カナダ,79,1,2020-03-11
フランス,1784,33,2020-03-11
ドイツ,1437,2,2020-03-11
カンボジア,2,0,2020-03-11
スリランカ,1,0,2020-03-11
アラブ首長国連邦,74,0,2020-03-11
フィンランド,40,0,2020-03-11
フィリピン,33,1,2020-03-11
インド,34,0,2020-03-11
イタリア,10149,631,2020-03-11
英国,373,6,2020-03-11
ロシア,17,0,2020-03-11
スウェーデン,326,0,2020-03-11
スペイン,1695,36,2020-03-11
ベルギー,267,0,2020-03-11
エジプト,59,1,2020-03-11
イラン,8042,291,2020-03-11
イスラエル,58,0,2020-03-11
レバノン,41,1,2020-03-11
クウェート,69,0,2020-03-11
バーレーン,110,0,2020-03-11
オマーン,18,0,2020-03-11
アフガニスタン,5,0,2020-03-11
イラク,71,7,2020-03-11
アルジェリア,20,0,2020-03-11
オーストリア,182,0,2020-03-11
スイス,476,3,2020-03-11
クロアチア,14,0,2020-03-11
ブラジル,31,0,2020-03-11
ジョージア,15,0,2020-03-11
パキスタン,16,0,2020-03-11
北マケドニア,7,0,2020-03-11
ギリシア,89,0,2020-03-11
ノルウェー,277,0,2020-03-11
ルーマニア,25,0,2020-03-11
デンマーク,262,0,2020-03-11
エストニア,12,0,2020-03-11
オランダ,382,4,2020-03-11
サンマリノ,51,2,2020-03-11
リトアニア,1,0,2020-03-11
ナイジェリア,2,0,2020-03-11
アイスランド,69,0,2020-03-11
アゼルバイジャン,11,0,2020-03-11
ベラルーシ,9,0,2020-03-11
ニュージーランド,5,0,2020-03-11
メキシコ,7,0,2020-03-11
カタール,24,0,2020-03-11
ルクセンブルク,5,0,2020-03-11
モナコ,1,0,2020-03-11
エクアドル,15,0,2020-03-11
アイルランド,34,0,2020-03-11
チェコ,41,0,2020-03-11
アルメニア,1,0,2020-03-11
ドミニカ共和国,5,0,2020-03-11
インドネシア,27,0,2020-03-11
アンドラ,1,0,2020-03-11
ポルトガル,41,0,2020-03-11
ラトビア,8,0,2020-03-11
セネガル,4,0,2020-03-11
サウジアラビア,20,0,2020-03-11
ヨルダン,1,0,2020-03-11
アルゼンチン,17,1,2020-03-11
チリ,13,0,2020-03-11
